seller_id,seller_zip_code_prefix,seller_city,seller_state
4869f7a5dfa277a7dca6462dcf3b52b2,14840,guariba,SP
37515688008a7a40ac93e3b2e4ab203f,17900,dracena,SP
25be943a321c8938947bdaabca979a90,9725,sao bernardo do campo,SP
080102cd0a76b09e0dcf55fcacc60e05,31140,belo horizonte,MG
b2ac621f0d0322434d04a12b078b9369,80220,curitiba,PR
54065e9aef7e9e9c2dc23b7594db021a,20040,rio de janeiro,RJ
4d6d651bd7684af3fffabd5f08d12e5a,17209,jau,SP
b76dba6c951ab00dc4edf0a1aa88037e,3237,sao paulo,SP
b1204cfda1d4948679db3cfc0d3cb95c,7170,guarulhos,SP
b4ffb71f0cb1b1c3d63fad021ecf93e1,3880,sao paulo,SP
974cf2cb8f4b7add98709c30df02fe10,14802,araraquara,SP
3c487ae8f8d7542beff5788e2e0aea83,72460,gama,DF
4a3ccda38b2129705f3fb522db62ca31,17504,marilia,SP
33576ec5412fb5905d876f12f33bfde6,80040,curitiba,PR
056b4ada5bbc2c50cc7842547dda6b51,26379,queimados,RJ
23c38debaffe4a25a30fdbd9b586a13f,18110,votorantim,SP
c9c7905cffc4ef9ff9f113554423e671,6871,itapecerica da serra,SP
0887a9f087bcd5d9f6642b52f897fc6c,11990,cananeia,SP
00720abe85ba0859807595bbf045a33b,7070,guarulhos,SP
cb3dd9ce66268c7a3ca7241ac70ab58c,3028,sao paulo,SP
4200ddf1967c5e41e48db62bc6d4b5ac,9710,sao bernardo do campo,SP
a5cba26a62b8b4d0145b68b841e62e7f,87303,campo mourao,PR
1025f0e2d44d7041d6cf58b6550e0bfa,3204,sao paulo,SP
7586919161935337bf6b6d7ff5779648,21921,rio de janeiro,RJ
827f8f69dfa529c561901c4f2e0f332f,81880,curitiba,PR
59fb871bf6f4522a87ba567b42dafecf,3655,sao paulo,SP
a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG
3b872fd4747f01cc56206f2934198618,14940,ibitinga,SP
92eb0f42c21942b6552362b9b114707d,3504,sao paulo,SP
0ec28cec4046a4a199b6de9b4c891d97,74110,goiania,GO
2709af9587499e95e803a6498a5a56e9,3813,sao paulo,SP
b17b679f4f5ce2e03ce6968c62648246,14090,ribeirao preto,SP
bce6a5ecf98e99fd2a8868b15c51f04b,7180,guarulhos,SP
0db783cfcd3b73998abc6e10e59a102f,11010,santos,SP
431af27f296bc6519d890aa5a05fdb11,14110,ribeirao preto,SP
0be8ff43f22e456b4e0371b2245e4d01,4461,sao paulo,SP
1835b56ce799e6a4dc4eddc053f04066,14940,ibitinga,SP
382229d1e840115ffe3dbf5ff460e417,23092,rio de janeiro,RJ
5c243662ce92d84573bfaff24c3e3700,3702,sao paulo,SP
1b7e5006cb25dd23ce8686691013b121,2350,sao paulo,SP
f8db351d8c4c4c22c6835c19a46f01b0,13324,salto,SP
1838dd9b8977065acf51d95e0053ea7a,30882,belo horizonte,MG
1ca7077d890b907f89be8c954a02686a,6506,santana de parnaiba,SP
2199e7fe213c16213bf5d6a7eadc9a5d,11900,registro,SP
e333046ce6517bd8bb510291d44f0130,18950,ipaussu,SP
8f78f0903005064036736c7173a5c2ed,36325,tiradentes,MG
17f51e7198701186712e53a39c564617,3908,sao paulo,SP
d1582f4043306e6b91afa6a8a884f898,3445,sao paulo,SP
7210cd29727d674c00741e5e387b3ccd,3279,sao paulo,SP
70a12e78e608ac31179aea7f8422044b,12327,jacarei,SP
c1ed9e3daf6154542826a6996af0fb8c,88308,itajai,SC
ff063b022a9a0aab91bad2c9088760b7,9171,santo andre,SP
7139dc5186aa238b006e066d8fbab2e4,13901,amparo,SP
06579cb253ecd5a3a12a9e6eb6bf8f47,4007,sao paulo - sp,SP
46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ
81f89e42267213cb94da7ddc301651da,19063,presidente prudente,SP
0691148aee60ca47977c187804f935ae,86010,londrina,PR
cac876b37d3abcd6bd76caca30277996,85816,cascavel,PR
7040e82f899a04d1b434b795a43b4617,1026,sao paulo,SP
d66c305afaec317ebee552073a674429,33936,ribeirao das neves,MG
66922902710d126a0e7d26b0e3805106,31842,belo horizonte,MG
7d456afc660226829370f3173d14520c,8820,mogi das cruzes,SP
1900267e848ceeba8fa32d80c1a5f5a8,14940,ibitinga,SP
157c3e4b42f81ac4a44e8b1ca2fe9876,3211,sao paulo,SP
d5ba419e26d246a0719437cf37d9b46d,3437,sao paulo,SP
31da954dc0855f2495c6310f70a2f931,13601,araras,SP
17e34d8224d27a541263c4c64b11a56b,14085,riberao preto,SP
a35124e2d763d7ca3fbe3b97d143200f,4041,sao paulo,SP
3c03b12bab54d8b37d79d914bfdb1aa0,25561,sao joao de meriti,RJ
9d5a9018aee56acb367ba9c3f05d1d6a,74930,aparecida de goiania,GO
daeb5653dd96c1b11860f72209795012,31310,belo horizonte,MG
87e24fc7052259b1f7f607d61c10d8be,5734,sao paulo,SP
ea67327e24487bdfac5fbfa37ea124df,14940,ibitinga,SP
1d1bbb8ac1581824986f582583fff01d,89082,indaial,SC
c70c1b0d8ca86052f45a432a38b73958,13186,hortolandia,SP
f8201cab383e484733266d1906e2fdfa,88137,palhoca,SC
