product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
dfb97c88e066dc22165f31648efe1312,automotivo,53,597,1,5417,47,44,44
4fe644d766c7566dbc46fb851363cb3b,artes,48,1232,1,1700,65,6,50
d143bf43abb18593fa8ed20cc990ae84,informatica_acessorios,42,245,1,500,16,15,15
8d98dedc3c19de17f1a090195e85d6b6,brinquedos,40,617,4,300,16,7,20
8d4e92265a16e69a1e1d76e67e46d72f,instrumentos_musicais,45,422,5,30000,80,75,36
36826c711e5778c8d88a7311cc29c446,cama_mesa_banho,54,297,1,5450,20,20,20
4befae07dba4384f6d8237ad1e7f8294,musica,33,3853,2,900,18,18,18
81b6c7c058add831803fcbba6dcc1df2,cama_mesa_banho,60,235,1,1400,34,7,32
914c9e9af640dd56f48764a225b00f89,moveis_escritorio,47,1047,1,7463,56,64,35
54e5063e43f27f747d592eb24e913150,industria_comercio_e_negocios,51,1136,3,3950,16,103,25
e0d64dcfaa3b6db5c54ca298ae101d05,relogios_presentes,35,514,2,4338,17,12,14
e9a69340883a438c3f91739d14d3a56d,utilidades_domesticas,60,1912,5,3000,33,12,34
7e6c4a0bf900e259f50ba63331fd2785,relogios_presentes,59,755,2,250,16,2,11
30ccf4724f5227265f837e9ba0246278,malas_acessorios,52,573,1,1450,49,10,33
e62d582ddb7630168d7227ca1f9edbd2,perfumaria,52,977,1,450,32,12,17
41b43381a92451746dc1374dbbd4c43e,moveis_escritorio,56,1287,1,10025,57,55,22
839321c2db7b3b3eaff4944c3b052ecd,utilidades_domesticas,37,570,1,1291,23,23,20
2b87ded5c8c2c971d4d5a2e4bd7b85bc,brinquedos,55,699,6,233,17,10,19
092efe1dbcc1a4752b17a19fb6de36dc,moveis_escritorio,33,1217,1,14925,53,54,18
176faef125e3675b4eeaa6083ada61e1,bebes,47,1024,2,150,19,9,12
382132cf96c88a277a65226833af5f61,informatica_acessorios,49,664,3,680,47,7,18
672e757f331900b9deea127a2a7b79fd,agro_industria_e_comercio,39,383,1,2650,30,30,20
f9b178c9fdc90bbcfbd6c6b49ed47d4c,moveis_decoracao,47,894,1,1850,30,30,30
02475368dfb38934fe55f574024fe1d7,relogios_presentes,55,569,5,250,16,2,11
4dcb49b9ca7e48d2f108d40caa77caa2,pet_shop,63,1541,2,850,24,20,24
9aed412277ca4485a7bf6e0c53e65786,informatica_acessorios,63,292,3,100,25,2,16
06edb72f1e0c64b14c5b79353f7abea3,cama_mesa_banho,39,161,2,350,25,8,19
9351b1e4334769dc0abe871ee3c7abc3,beleza_saude,56,329,2,350,19,17,15
df3655ac9aa8c6cbfa63bdd8d3b09c50,telefonia,58,549,3,300,17,4,12
059344baebbeaa42fa9f2bbe11b1583e,construcao_ferramentas_iluminacao,55,1548,4,1400,24,15,38
2dd91cf063cf57cb0eebef072746daab,beleza_saude,60,919,1,200,22,3,15
b0141fc41043ae23a16677f3a7e282b3,utilidades_domesticas,51,300,3,10900,68,30,32
ea3be87c5c6c69043c9eb7836199c200,cama_mesa_banho,59,367,2,600,60,9,50
a00cd7752fb98e0a8382def60ecc0b17,telefonia,51,597,2,200,18,4,16
677d8ace413e0060fa8686cde56eaf10,relogios_presentes,54,619,1,303,19,11,16
4dba4de4cd67ba2191c34468ac2ca841,pet_shop,64,600,6,13250,55,36,40
5a6e53c3b4e8684b13388d6aa4afdf12,utilidades_domesticas,45,176,2,200,19,9,12
cd59f488cef311feb633141ad1e8563d,alimentos,40,911,1,450,16,14,14
ff6caf9340512b8bf6d2a2a6df032cfa,,,,,200,16,5,12
363218ba55c610b750224f90bdd34be1,cama_mesa_banho,46,279,1,1813,67,12,47
c7b3b8509e06ae21abdd78b541215cda,perfumaria,51,504,2,317,19,15,17
7344630ca6c1a4917e55f35c729baa7d,telefonia,57,592,1,200,19,4,11
62984ea1bba7fcea1f5b57084d3bf885,esporte_lazer,42,190,1,1092,30,26,22
18692fdc7adb29c885d8cb84eb68a97e,fashion_roupa_masculina,27,575,2,850,45,10,35
702a14f9c5a93130c3346c4de901d864,esporte_lazer,54,270,1,250,28,28,28
452f66a0f164cac57802e2cea93188ac,construcao_ferramentas_construcao,43,1009,4,350,16,61,16
2b849e71ada03a262ef4338a7abd8b79,utilidades_domesticas,56,786,6,1700,20,10,14
00ffe57f0110d73fd84d162252b2c784,utilidades_domesticas,56,1877,1,16000,16,2,11
7535f3518e1009b17aa6e3fa553e82bc,brinquedos,41,1100,3,15400,105,48,18
448f0791c4d2fc5d250a401edfc208d4,perfumaria,53,732,1,438,19,10,16
c075b8e131353552218860f1c421e4ef,moveis_cozinha_area_de_servico_jantar_e_jardim,30,1565,4,1750,20,16,30
0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,49,100,4,150,16,12,12
4e3f399366b0047a572b6682f9bb166e,livros_tecnicos,28,1313,1,300,23,2,16
8bd822c04ee6a8292a7b0debc3dbd74a,construcao_ferramentas_seguranca,58,1062,4,200,16,2,11
a3daee3915d4fb98376e039ede6bdea6,moveis_decoracao,45,264,1,6450,35,30,35
6fc983af1a5229efebcc40ab26d6226c,moveis_decoracao,48,219,3,750,16,5,20
edd087ed331c3ce178ec3489b9ecf117,livros_tecnicos,55,2138,1,2450,20,30,22
00ab8a8b9fe219511dc3f178c6d79698,,,,,2100,50,30,30
da7e1b2f8c91cbf61a22b55e8cd49bcd,utilidades_domesticas,57,1339,1,2300,50,22,24
f5a7d79f27ac4b76ffb13c8ee63d4f07,automotivo,41,707,2,1150,20,20,20
aca2eb7d00ea1a7b8ebd4e68314663af,moveis_decoracao,44,903,6,2600,50,10,30
6987398dff454a3138231540e2a6ec61,informatica_acessorios,38,209,1,1033,31,17,22
c1617123e66d2491ca93ceadfd36203e,cama_mesa_banho,54,687,2,1050,32,5,30
1c0c0093a48f13ba70d0c6b0a9157cb7,moveis_decoracao,49,300,1,2500,47,21,41
2a2d22ae30e026f1893083c8405ca522,cama_mesa_banho,60,744,2,8350,50,27,38
f0af7ec9760e53f21277444f32ee3308,moveis_decoracao,59,205,1,1300,40,10,34
ddbcffa21df7d85a96fc395a6d9ca334,esporte_lazer,43,1402,1,200,16,9,16
c31539851232e3accbf0ef4c571f97f2,cama_mesa_banho,45,540,1,500,16,10,16
06f2166336faca73c644b11eaca22d06,informatica_acessorios,60,635,1,600,16,13,13
a00722035cea70bbf671b758459cde42,moveis_cozinha_area_de_servico_jantar_e_jardim,59,501,2,15742,16,95,33
4b2653088591de362e6ba85b4a474c75,cama_mesa_banho,49,603,2,18800,40,30,50
165f86fe8b799a708a20ee4ba125c289,cool_stuff,40,1456,1,2425,29,30,19
c7b3cf9de7be95b3e09e7a63315685eb,malas_acessorios,49,489,2,16250,18,53,39
784c94d1803e49492d2758907914b26c,pet_shop,55,852,1,20800,40,40,45
205604b962ebdae1c924e0d14e6e8ac1,moveis_cozinha_area_de_servico_jantar_e_jardim,42,121,1,3875,95,22,22
a55b9bc476c34d53d8f3f27c922f6374,esporte_lazer,49,718,1,800,16,16,18
3fbc0ef745950c7932d5f2a446189725,beleza_saude,50,1257,1,350,19,12,13
c8c969c3a6423f48df9fde8a13e6770b,cama_mesa_banho,52,662,1,550,28,4,22
cc47c0863559499f01b4cad750929d10,cool_stuff,33,604,1,2050,40,40,30
d5bbfcd27daa6365834ed9d16195d64e,fashion_bolsas_e_acessorios,27,208,4,250,18,9,11
422879e10f46682990de24d770e7f83d,ferramentas_jardim,56,348,2,1550,30,22,30
2b939dc9b176d7fa21594d588815d4a4,malas_acessorios,45,702,1,1300,33,10,49
85af7fadae5de53760a7d131bdf776f7,cama_mesa_banho,59,1807,4,250,16,22,11
59089e1668cc247d055ca3f9149093fc,climatizacao,56,709,1,2950,53,21,36
33e77eecc23c25a65d10f627e5053617,moveis_escritorio,48,1092,1,7400,54,53,20
bd7cab8de4d7943286634023cc06f8ff,bebes,59,1226,4,23250,23,50,84
b00a32a0b42fd65efb58a5822009f629,bebes,58,398,3,238,20,10,15
7614c62b86a81021243e438cfde78ccc,beleza_saude,53,1135,5,9900,30,39,38
6131240aedf34224270cd6f07e8229e4,moveis_decoracao,31,290,1,250,28,6,31
617186c3d97ea56c9c683a8a3974e8c1,perfumaria,59,1071,1,550,21,12,20
d63c1011f49d98b976c352955b1c4bea,beleza_saude,57,614,1,950,35,25,20
2742ee84b28b08268f169c5483f71b4a,relogios_presentes,56,407,1,1350,34,8,34
7a10781637204d8d10485c71a6108a2e,relogios_presentes,42,236,1,342,18,13,15
87cc2aef12eddf0b170234138b0946e0,informatica_acessorios,58,2455,2,350,28,6,20
0f5d0170c03b333aa1a44fa11e040e75,cama_mesa_banho,33,190,2,900,40,4,30
a157e6178c6f7a8355999fa9cb3d136e,utilidades_domesticas,50,518,1,900,25,32,25
78b7b1ff2d3f06a589354ddf2f4f9db3,perfumaria,31,355,1,448,22,17,17
2fb0efd1f61f186ffdda9e8ec70f27f2,bebes,37,224,2,4075,73,14,48
fe077ec80df6b4ee60bb4498d5ab1962,informatica_acessorios,56,195,1,200,16,15,15
c4989935ece6a2e0c0c148ede45f640e,instrumentos_musicais,54,1205,3,600,16,16,16
32a8448d1612773bcfd0c5a8dd235e4e,relogios_presentes,60,362,5,700,24,5,24
d04857e7b4b708ee8b8b9921163edba3,informatica_acessorios,33,1127,2,450,16,4,20
b532349fe46b38fbc7bb3914c1bdae07,moveis_decoracao,49,829,1,850,20,25,20
e40fa115d27ea4a80bf2136d5f0cfcd7,eletrodomesticos,60,245,3,350,27,13,17
33f789f4b4fa74053af0199658b78853,informatica_acessorios,30,385,1,480,27,16,15
02ed3b595447e948efc3eac897e4df0e,cama_mesa_banho,30,413,2,725,31,7,31
145978af3e89b318be0b717a0953649a,informatica_acessorios,56,295,3,150,31,3,28
e1c0a39b7f806727ea5121c60035ed3c,informatica_acessorios,37,499,1,200,18,9,16
7634da152a4610f1595efa32f14722fc,perfumaria,42,480,1,200,16,10,15
9df0e8a7eef2a38b74e6d5c0e224b11f,moveis_decoracao,31,635,1,28600,41,43,91
b67a7d0ef75f52b4b76368927a3037f9,relogios_presentes,29,138,1,488,19,12,15
0cf573090c66bb30ac5e53c82bdb0403,telefonia,26,108,1,128,15,8,13
9ddc4249779322828f89d2a9c04f7ee1,automotivo,54,699,1,1277,30,25,27
c4369b26f349bc301a680a89415b1344,esporte_lazer,57,1573,1,728,21,18,15
f646af315b0f3a597f69213537ca2199,moveis_decoracao,55,928,1,600,17,17,17
5411e9269501a870cabf632f05655131,papelaria,57,396,3,6550,38,30,28
4e0d01d5e5e4bd454e71e7cd1491c052,beleza_saude,37,1148,1,525,23,12,15
776b3debbda0734131d6046fca2cd957,utilidades_domesticas,55,1266,1,800,24,14,24
caa1675deee5711b3aff1e4f5946266f,eletronicos,55,1040,4,200,16,5,11
8c4456c061013adccb1ba4cbce2d0365,cool_stuff,39,771,1,1925,30,33,28
777d2e438a1b645f3aec9bd57e92672c,cama_mesa_banho,58,689,1,950,45,15,35
e7cc48a9daff5436f63d3aad9426f28b,telefonia,58,1500,4,700,32,15,21
810e2944bca9850b934e1570ba372e7d,moveis_decoracao,49,612,1,2200,30,35,30
13fcfc313dfb2217e5ee3000a702f9ef,esporte_lazer,54,1552,1,450,36,18,18
81efaa22f3868f00c8ef1879cccc3c03,informatica_acessorios,44,586,1,550,16,14,17
eb2d12bc991561d4ca5deff0e60854e4,beleza_saude,48,333,1,675,23,15,14
e1bf2f209fd2b08e1af3ed71732d9008,pet_shop,34,630,1,127,18,10,14
01ff1ff8aa5dec93e9938b989393a4ca,perfumaria,51,315,1,350,18,13,18
62c89abe1afe3a23c17765d462718a4c,perfumaria,51,805,1,540,23,13,19
183c95ad186f48c320bbac4643829d3f,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20
5c699beec1e114bd15b35cf8d01ec6b5,construcao_ferramentas_seguranca,43,471,1,640,22,15,17
3a7612c720a4b764c4fb87633a7ebc88,esporte_lazer,45,233,2,800,60,15,15
bb50f2e236e5eea0100680137654686c,beleza_saude,60,2644,6,400,34,4,22
8983a3b149303c013fceabef902e835a,informatica_acessorios,39,1193,3,450,16,3,15
6782d593f63105318f46bbf7633279bf,perfumaria,30,487,1,200,16,14,12
7aab18bec732db73232f712de3ba14fc,automotivo,40,526,1,12300,62,62,19
a233df9a388d27dbdfd31731d4236db0,informatica_acessorios,45,2082,1,17400,24,55,51
55939df5d8d2b853fbc532bf8a00dc32,informatica_acessorios,40,245,1,600,26,12,13
77fdeb8d4f7502f75b6779205f30a875,cama_mesa_banho,56,333,1,12250,62,27,47
521a361808bedd9fffb32181e501e09b,utilidades_domesticas,40,220,3,1200,20,25,20
de7034010d180a33f04a16b235281265,informatica_acessorios,53,90,3,400,25,15,25
9c98b59719a74f32903537bc5c9262ce,papelaria,40,892,10,2850,32,52,19
23365beed316535b4105bd800c46670e,telefonia,56,351,1,350,19,4,11
304104a478e3a605db6072a22e4ee228,eletroportateis,54,2667,5,2600,36,13,36
50fd2b788dc166edd20512370dac54df,eletronicos,46,2285,1,150,30,10,20
1c05e0964302b6cf68ca0d15f326c6ba,moveis_escritorio,46,1159,1,9375,55,54,19
8b52d90d2e8716dad633486c6cc94ecf,telefonia,48,504,3,408,14,16,15
eec68ed7d496bb2ee6aa0a69bb78acd2,papelaria,34,332,2,850,40,15,37
909b87db6cb3a7ab26bd03cc59860136,informatica_acessorios,28,1111,1,169,16,10,12
6d44b2c01b6843eb2e68beddf853dd82,beleza_saude,25,1236,1,1450,20,20,11
ef5c31aee1d5074121a478b14d3eb50e,papelaria,58,202,5,8600,60,20,29
84904413b82eee333a3f79137e8d197e,ferramentas_jardim,60,1799,3,1600,18,22,17
3fae92f8d0ebb3317991934a6d717c47,cama_mesa_banho,60,306,1,1250,16,10,16
cee4ebfc997a2ac7f01145efb59cc7be,livros_interesse_geral,48,647,1,1450,16,25,11
940d38f0ef286bd93612fcdc91dd38ed,utilidades_domesticas,58,837,1,4300,30,30,30
6ed0ed10d62b45f3de46933b0b2989a6,bebes,32,1531,1,700,30,40,50
21b1c2f67a9aafb5af0eb06c13b9dbda,esporte_lazer,35,1132,8,9800,105,15,28
9d0aa87e8df1bdbe0f79353520a2d538,papelaria,54,111,3,550,28,12,12
66f09a6de4f2ef63aaf5349b60a0e0c0,automotivo,52,1139,1,600,16,11,11
cc81f952b83d2bdcfbd980e2a7249adf,pet_shop,41,215,2,300,30,30,30
4cb6e86e1328e77e20b5f90771683cbe,esporte_lazer,46,728,1,1100,22,27,22
dbd55362ec13c706503b1c71a5068a1a,beleza_saude,53,526,3,473,21,16,13
93a99b40878c0d888fa4f44459fcac05,utilidades_domesticas,39,97,1,200,28,2,11
7c6ff274f0411bde88f5df8db5f64693,informatica_acessorios,59,808,5,340,17,13,13
a4d286543a67e29c930c99cbd7a55a8f,utilidades_domesticas,35,465,1,700,28,19,26
56cdfe67fbda57c1dcc752f5f361f981,informatica_acessorios,60,511,1,517,22,11,13
7289a8d65ae2c86dfdee27f8af257a3d,beleza_saude,46,940,2,1100,31,20,26
12bc892d6fff0dc42c8177f3665ef00e,beleza_saude,56,3847,10,100,28,13,12
fbd4031ddbc3d02b95834b62769d3ad0,utilidades_domesticas,55,375,2,10050,37,61,26
2136c70bbe723d338fab53da3c03e6dc,relogios_presentes,55,167,3,200,16,2,11
fb78b116998a9911245664c7823e1a95,telefonia,60,762,5,350,17,5,19
d9bdf643d95cb89844c0da1a0df1d16e,perfumaria,39,572,1,475,20,9,14
586328f570ac0b651d452f1227db4d1c,relogios_presentes,47,434,1,119,17,10,13
9b02b650be0a39d8590be7d35be443f9,utilidades_domesticas,35,660,4,1200,25,12,25
71c89e9d8fa274b017279aa322cd0e19,moveis_decoracao,52,1213,3,2750,70,5,15
76d75f398634bf194ba99d7297e7d1fa,informatica_acessorios,59,1775,4,350,25,11,15
52a8061c8e8e8cea30b41344aac26431,beleza_saude,50,757,1,600,74,15,15
ef8856db4e302ad33dc4d91e40f7593c,esporte_lazer,29,531,2,1350,41,10,35
bb1fe952bdc16ef8974d4ca11aec19b7,beleza_saude,57,581,1,417,16,15,14
e819fddd6622f30e872bfc89471c1408,moveis_decoracao,60,772,1,650,16,15,13
609c35bf8122d5ab8186ed7a6bfcd843,beleza_saude,39,345,1,250,18,8,18
b1434a8f79cb3528540d9b21e686e823,cama_mesa_banho,57,184,1,13500,55,25,35
30a47cc354b9607076272300c899dce9,bebes,26,1594,5,450,26,7,22
429de6049b45a9fcb96aff1603f55d3c,cool_stuff,56,654,2,150,16,13,21
0ec7b6a863e219792bc4d50d3a62a839,cama_mesa_banho,60,2596,4,7474,54,29,40
159e7e73295b609960c0797eb64b3d39,pet_shop,52,418,1,467,22,34,21
d9c01b484ada6a360c2715a08fdf1568,telefonia,33,913,3,325,18,25,21
aacfae7cd4bac4849766f640abf2db8a,beleza_saude,38,639,2,317,17,11,12
f1b067568bb39768f754b0d1ab1abcf6,papelaria,54,241,4,3750,60,2,15
5d66715cc928aadd0074f61332698593,eletronicos,52,390,1,150,20,13,18
1fa52682d6938b129312ef4cffac1711,informatica_acessorios,30,351,1,550,34,14,14
9ecadb84c81da840dbf3564378b586e9,moveis_decoracao,41,789,1,950,20,35,20
060cb19345d90064d1015407193c233d,automotivo,49,608,1,7150,65,10,65
2f5895fbda5cbf713513c5b641383a97,ferramentas_jardim,57,931,3,575,16,13,14
525947dbe3304ac32bf51602f9557c12,cama_mesa_banho,60,236,1,2600,34,7,32
430d215740da7fdda91cc938f8fd92f6,telefonia,50,2641,8,260,19,7,13
15c30c08ae39469fbf52befff9569adb,eletronicos,29,247,1,490,18,11,13
216bb0e0cd43ffd832e0973d35e0377e,construcao_ferramentas_iluminacao,56,1082,6,200,16,16,16
71bdf1a4d18c3cd68f108547f0b4cd1c,moveis_decoracao,62,1699,1,700,60,11,11
6cdd53843498f92890544667809f1595,beleza_saude,51,625,1,900,25,12,38
f2bcc887769f563eb4f126389e64715a,cama_mesa_banho,40,207,1,700,35,7,27
c1000786be861c72021fee27d0add9fd,beleza_saude,56,2747,2,200,16,2,11
1357d7d30c1609c50ad43a42a204286c,moveis_decoracao,54,271,5,500,20,15,20
2e1963427978dab49b4bcb0a07b109cc,informatica_acessorios,52,1000,1,400,25,20,20
28a652ff04e43c1bc57937a9f8770f9b,papelaria,55,264,4,7700,28,55,37
583f158587cdecda3e8bdea694021e39,esporte_lazer,57,1042,7,800,42,8,26
a04f52ded97b5530e8783e3c002b90f0,cama_mesa_banho,54,192,1,900,44,2,36
29427de7f8a9ee983d9dbc51cec569b4,cool_stuff,54,995,1,4475,44,24,31
aa8d88eb4b9cb38894e33fa624c4287f,relogios_presentes,54,335,4,250,16,2,11
64fb265487de2238627ce43fe8a67efc,cama_mesa_banho,55,329,1,1825,44,14,34
958cd4fc82ce0223c757f47bc9d67e23,automotivo,59,1275,6,1550,23,12,16
461f43be3bdf8844e65b62d9ac2c7a5a,relogios_presentes,35,591,3,444,20,14,16
e19ddcc85537b41f22116c8d5425ef46,moveis_decoracao,48,519,3,700,26,8,22
5348b1bdd951b67a4d2a58992e2233ed,telefonia,59,818,6,250,17,4,12
5b4b8595bd33017cf3c87c8ab09c2e42,papelaria,54,231,1,150,17,6,11
cdb8d3c880b6639a70764c6734e6bb69,beleza_saude,25,447,1,30000,58,55,44
d6dc2dcbb3ef25e47ef82f3c013ab820,casa_construcao,53,646,1,6500,30,35,30
19421075ae0b585f2dc13ff149e2119d,esporte_lazer,32,1797,1,150,16,16,11
ee0c1cf2fbeae95205b4aa506f1469f0,perfumaria,44,334,1,200,16,16,13
11bbef4e2a44601d9dd471aa1fb433e6,beleza_saude,52,1222,2,838,28,14,21
1e1a186a03f0d98268516827690d4fd2,bebes,60,1078,4,575,16,18,17
a6f449f6257f26e556013151cee46b4b,papelaria,57,1470,3,700,20,50,40
eb883e95b710f252cb15d0fb41d8bbe9,sinalizacao_e_seguranca,54,908,1,3000,30,30,30
98d61056e0568ba048e5d78038790e77,automotivo,49,546,1,6400,63,11,63
10717ff440b2320081989126e858b220,cama_mesa_banho,52,263,1,4867,70,16,50
01a88bd2633c52bcc66348307cb3ae15,automotivo,44,907,1,11800,61,61,19
0e362037e5f02f62c8ce89f49cb9d520,perfumaria,53,666,2,133,20,10,16
e00d2c49504aeaf7acdc9ff7cf8a6107,brinquedos,23,587,2,2079,30,27,24
9048cbd294fe0c1a3ec8c8248bc2cadd,instrumentos_musicais,63,927,9,7500,55,18,45
25e2023ed83352bde98dc1490d14c3d8,brinquedos,30,1024,1,887,30,22,20
7f55769896fc6596e7251490b8b5e536,moveis_decoracao,45,520,3,450,30,10,25
2a71952901bd77a33530d79a65b13747,automotivo,54,705,3,100,16,6,11
b20004b530789d5db586f589da0ef3e3,brinquedos,48,804,2,800,36,31,26
26c3ead5dff3d8e393e5331273f4e91a,informatica_acessorios,45,401,1,88,16,16,12
e67307ff0f15ade43fcb6e670be7a74c,beleza_saude,47,1474,3,150,43,13,14
b0ed7fe63babb3e705115f53fa74b20c,eletrodomesticos,38,928,2,1200,28,8,13
97c58626cc3e15d514d2095f69650220,perfumaria,38,242,1,429,20,12,14
b5adf7b72a7eb667aafd446581c35f3f,relogios_presentes,44,234,1,483,17,11,13
dbb67791e405873b259e4656bf971246,informatica_acessorios,32,321,1,207,17,12,13
0c7ec2b24166d57ac38a9db523711782,moveis_decoracao,22,250,1,1900,23,50,20
d3d10495159bcc41173e3d26a273529a,artes,60,218,6,1200,39,12,12
c4cf7c2e1f190d51517eba7e8211c8e6,beleza_saude,50,1077,1,200,17,8,12
e44f675b60b3a3a2453ec36421e06f0f,esporte_lazer,35,1058,1,350,17,17,17
71f2ce4ae5dfdd3b55a51c7a2d3c4da8,construcao_ferramentas_construcao,52,1384,3,3750,40,16,25
595fac2a385ac33a80bd5114aec74eb8,perfumaria,29,178,1,400,19,13,19
a92930c327948861c015c919a0bcb4a8,relogios_presentes,59,319,4,250,16,2,20
d54c5b81fc2b38707588dd4eddc7c594,moveis_decoracao,59,455,1,7850,52,18,35
c2ece64199af7a53793ed9612a89a8cd,moveis_decoracao,59,955,7,2500,60,12,20
8323a7adeb57da21acea7e83563bed90,fraldas_higiene,49,326,1,250,20,20,20
fe59a1e006df3ac42bf0ceb876d70969,informatica_acessorios,60,2136,1,3407,28,22,23
1629b469d01aadb4f92644039ad17d5c,telefonia,59,776,6,300,17,4,12
892832da5b05b0f54578e1f14f193c22,cool_stuff,53,270,1,1000,33,44,19
4c2065301aac51ff9004422acc07765d,ferramentas_jardim,50,204,1,1663,36,14,27
13944d17b257432717fd260e69853140,cama_mesa_banho,48,203,1,400,35,5,24
f71973c922ccaab05514a36a8bc741b8,malas_acessorios,47,482,2,16100,35,65,44
8c81af91a9b96d073ccaf0d3402ec5b2,informatica_acessorios,24,1590,2,400,17,7,15
c35498fbb4358837ae16850f50c3fd22,telefonia,59,973,1,325,19,8,22
3faadd91c89ff779e6cd1fd09a46ee39,beleza_saude,60,419,1,350,32,4,11
35557c68a22ecebcf066e25ca2ddc144,ferramentas_jardim,50,741,3,300,17,7,12
9eae06d51aaa383b2bed5547a19d581c,cama_mesa_banho,52,337,1,800,16,10,16
519f3a4ea67cdce4923fbc76badd6bd2,ferramentas_jardim,27,235,1,625,23,10,14
2de4aa76a72feaca51fc8f83ae037c7e,cool_stuff,56,124,1,5600,25,37,36
152397b614be35e54106663bd5671f7d,ferramentas_jardim,57,355,1,546,16,15,15
e95ee6822b66ac6058e2e4aff656071a,esporte_lazer,52,1153,1,180,17,11,14
c9c6fde711572c1ad99ca12728c6af00,telefonia,51,678,2,150,17,8,14
242ec3ff603c92ddc1e59d83b9e40a2d,bebes,49,2830,1,200,16,5,15
24a014458ccc6e989b4fcef5fa71da58,cama_mesa_banho,53,348,1,2000,45,15,35
e53e557d5a159f5aa2c5e995dfdf244b,informatica_acessorios,33,256,1,180,17,10,13
3552627a68384dc559f0fd4cce173269,fashion_bolsas_e_acessorios,31,203,4,150,18,9,11
87ea2f45559e10519513a20b24147316,informatica_acessorios,48,2776,5,100,17,9,14
cd48f265a63e13b762601f5f794c5fca,bebidas,48,859,3,175,23,21,21
e8ca1ff2d0a28edb5be8bfbf2964dc3a,esporte_lazer,52,320,1,450,42,10,25
779559842fc122d55edbd03153f35e81,esporte_lazer,55,1028,3,200,21,13,26
94976cc078d10e74c19c62f0b3b52432,cama_mesa_banho,48,262,1,6150,52,16,44
05542c6ab7bce0a01a5f7210380e72b3,informatica_acessorios,57,582,3,850,32,10,16
84f456958365164420cfc80fbe4c7fab,cama_mesa_banho,55,312,1,1550,44,14,34
eb6c2ecde53034fc9ec47741b3232c9d,moveis_decoracao,49,829,1,500,20,35,20
4ce8f190d8026353d3d91d907ad68f23,moveis_decoracao,42,312,1,5600,40,20,40
19f0917ba5781b978298ffcd9ae225c1,consoles_games,38,41,1,150,20,3,18
b0961721fd839e9982420e807758a2a6,ferramentas_jardim,59,341,2,1850,37,22,40
5d0386961a44323a9772e63672317131,esporte_lazer,42,336,1,900,22,15,22
28b4eced95a52d9c437a4caf9d311b95,moveis_decoracao,60,1953,1,750,69,11,11
fcf64c72035fc6f17660bae96c933ffb,perfumaria,31,395,1,200,16,16,16
6ed58ce8373b3d0c7704df9daf21e4d8,automotivo,60,546,2,2100,95,25,20
0f2fd0a589cb7849c1dbedbd4109c2f8,beleza_saude,46,509,1,870,19,17,15
7ce94ab189134e2d3c05f496d635419c,eletronicos,39,400,1,200,25,7,16
5edf955f0c8417e3fea7288360c2e22d,cama_mesa_banho,29,426,1,150,16,11,11
c1cf8f51eac90b1ff478250b3d35c37b,esporte_lazer,57,326,2,280,34,13,13
6f7400c1577bd99fb7c9cd196edb6ae2,moveis_decoracao,63,837,1,2800,43,5,30
09738baf9be60e4c294fa5d0bfcc690d,automotivo,40,355,1,150,22,3,15
7583d9a579408cb84bbc7b0e4548ec18,cama_mesa_banho,59,279,1,5650,40,15,23
e7db7c40ea6647c808d48581f1308d88,bebes,59,235,2,9400,75,15,50
b944aabf1fc45c01599ee96c7f4d533e,eletronicos,60,246,1,150,22,12,14
4f3b83b83f7fb280fca4f90ba502f50e,ferramentas_jardim,32,706,2,9050,39,12,42
dea3de7c4e7aa375d564fa2ddb7099b7,utilidades_domesticas,48,210,5,200,18,4,12
d86a6c48f83b045cbba6df84926a1f25,brinquedos,58,1150,2,3900,45,33,26
8d4f2bb7e93e6710a28f34fa83ee7d28,telefonia,52,815,1,200,27,5,20
3354a4e684f5e7199f9407db70ccd92b,cool_stuff,52,847,3,1200,42,25,15
d918b3f4aa5272c2c3cd088d087ca069,esporte_lazer,58,3703,1,2083,28,23,21
72d6074ef5c81ec3102b3f2a052c5f49,beleza_saude,50,216,2,50,20,15,15
921d31a1daa51460b7a95ea5f3ab64d5,beleza_saude,40,702,1,210,17,9,12
7d187801885842645486f00fb166f378,eletrodomesticos,60,341,1,150,20,13,12
9af7b4a3262141c12ba9bd489a8573c7,market_place,37,1246,3,700,20,8,14
79c0ace2ccf0da036e787875a49151a4,moveis_cozinha_area_de_servico_jantar_e_jardim,55,1211,5,14150,100,15,15
8562e2c780a345b609e1b802d7e3e4ae,cama_mesa_banho,51,1208,1,1100,45,8,35
7340a3839a1de1e99d149b8cf052a2ec,cama_mesa_banho,56,536,1,800,45,15,35
5fc3e6a4b52b0c414458104ed4037f1c,informatica_acessorios,38,228,1,200,16,5,11
3c4223262d31fa35043380da246fb0fa,esporte_lazer,52,795,1,700,16,15,15
c777355d18b72b67abbeef9df44fd0fd,moveis_decoracao,59,695,2,3050,33,13,33
ecab3fa721d1b06c225f23c30f02eb5e,esporte_lazer,58,2738,5,175,22,9,12
01cf56cd6138b926a4802d16fc304149,eletronicos,43,3023,6,100,16,16,16
